"CAMIS","GRADE","BORO","grade"
50057443,"Z","Manhattan","OTHER"
50057456,"A","Brooklyn","A"
50057474,"A","Bronx","A"
50057481,"A","Manhattan","A"
50057488,"A","Brooklyn","A"
50057493,"A","Bronx","A"
50057504,"A","Manhattan","A"
50057533,"A","Manhattan","A"
50057543,"A","Brooklyn","A"
50057552,"Z","Brooklyn","OTHER"
50057566,"A","Queens","A"
50057571,"A","Brooklyn","A"
50057576,"A","Brooklyn","A"
50057582,"A","Manhattan","A"
50057583,"A","Brooklyn","A"
50057586,"A","Manhattan","A"
50057588,"A","Manhattan","A"
50057589,"A","Queens","A"
50057601,"A","Brooklyn","A"
50057614,"B","Manhattan","B"
50057622,"B","Manhattan","B"
50057623,"A","Queens","A"
50057633,"B","Manhattan","B"
50057635,"A","Queens","A"
50057641,"A","Manhattan","A"
50057644,"A","Staten Island","A"
50057653,"A","Manhattan","A"
50057673,"A","Manhattan","A"
50057674,"A","Queens","A"
50057675,"A","Bronx","A"
50057703,"A","Staten Island","A"
50057717,"B","Queens","B"
50057727,"A","Manhattan","A"
50057733,"A","Brooklyn","A"
50057744,"A","Brooklyn","A"
50057753,"A","Queens","A"
50057757,"A","Queens","A"
50057765,"Z","Manhattan","OTHER"
50057768,"A","Manhattan","A"
50057778,"B","Manhattan","B"
50057780,"A","Bronx","A"
50057786,"A","Brooklyn","A"
50057789,"A","Manhattan","A"
50057793,"A","Manhattan","A"
50057808,"N","Manhattan","OTHER"
50057810,"A","Manhattan","A"
50057811,"A","Manhattan","A"
50057816,"A","Queens","A"
50057817,"A","Brooklyn","A"
50057819,"A","Brooklyn","A"
50057824,"N","Manhattan","OTHER"
50057826,"A","Queens","A"
50057837,"C","Manhattan","C"
50057842,"A","Bronx","A"
50057848,"A","Manhattan","A"
50057858,"A","Brooklyn","A"
50057865,"A","Queens","A"
50057879,"A","Queens","A"
50057884,"A","Queens","A"
50057892,"A","Queens","A"
50057894,"A","Manhattan","A"
50057895,"N","Bronx","OTHER"
50057896,"A","Bronx","A"
50057912,"A","Manhattan","A"
50057940,"A","Brooklyn","A"
50057950,"A","Manhattan","A"
50057959,"A","Queens","A"
50057962,"A","Queens","A"
50057973,"A","Bronx","A"
50057976,"A","Queens","A"
50057977,"A","Manhattan","A"
50057979,"A","Queens","A"
50057982,"A","Brooklyn","A"
50057983,"A","Queens","A"
50057985,"A","Brooklyn","A"
50057988,"A","Manhattan","A"
50057994,"A","Brooklyn","A"
50057995,"A","Manhattan","A"
50057998,"A","Manhattan","A"
50058008,"N","Queens","OTHER"
50058017,"Z","Brooklyn","OTHER"
50058018,"A","Queens","A"
50058023,"A","Manhattan","A"
50058025,"A","Brooklyn","A"
50058027,"A","Brooklyn","A"
50058053,"B","Brooklyn","B"
50058057,"A","Bronx","A"
50058063,"A","Brooklyn","A"
50058090,"A","Staten Island","A"
50058095,"P","Brooklyn","OTHER"
50058097,"A","Brooklyn","A"
50058113,"A","Manhattan","A"
50058121,"A","Bronx","A"
50058123,"A","Brooklyn","A"
50058131,"A","Manhattan","A"
50058133,"A","Queens","A"
50058134,"A","Queens","A"
50058135,"A","Queens","A"
50058136,"A","Queens","A"
50058137,"A","Queens","A"
50058139,"B","Manhattan","B"
50058141,"A","Queens","A"
50058145,"A","Queens","A"
50058152,"A","Queens","A"
50058155,"A","Manhattan","A"
50058157,"B","Bronx","B"
50058174,"C","Queens","C"
50058180,"A","Manhattan","A"
50058188,"A","Bronx","A"
50058195,"Z","Manhattan","OTHER"
50058204,"A","Queens","A"
50058217,"A","Bronx","A"
50058218,"A","Bronx","A"
50058219,"C","Queens","C"
50058237,"A","Queens","A"
50058238,"A","Bronx","A"
50058239,"B","Brooklyn","B"
50058240,"B","Manhattan","B"
50058247,"A","Brooklyn","A"
50058248,"Z","Brooklyn","OTHER"
50058252,"A","Bronx","A"
50058269,"A","Brooklyn","A"
50058285,"A","Bronx","A"
50058293,"Z","Bronx","OTHER"
50058300,"A","Queens","A"
50058302,"B","Queens","B"
50058308,"A","Manhattan","A"
50058321,"B","Bronx","B"
50058330,"A","Manhattan","A"
50058333,"A","Bronx","A"
50058336,"A","Queens","A"
50058340,"A","Manhattan","A"
50058345,"A","Bronx","A"
50058349,"A","Manhattan","A"
50058350,"Z","Brooklyn","OTHER"
50058382,"Z","Manhattan","OTHER"
50058388,"A","Queens","A"
50058390,"A","Queens","A"
50058412,"Z","Bronx","OTHER"
50058431,"A","Brooklyn","A"
50058432,"A","Queens","A"
50058445,"A","Manhattan","A"
50058456,"A","Queens","A"
50058469,"A","Manhattan","A"
50058475,"A","Brooklyn","A"
50058477,"A","Bronx","A"
50058493,"A","Manhattan","A"
50058502,"A","Manhattan","A"
50058511,"N","Queens","OTHER"
50058524,"A","Staten Island","A"
50058533,"Z","Manhattan","OTHER"
50058546,"A","Brooklyn","A"
50058548,"A","Staten Island","A"
50058554,"A","Staten Island","A"
50058583,"B","Brooklyn","B"
50058588,"A","Manhattan","A"
50058592,"A","Brooklyn","A"
50058613,"A","Bronx","A"
50058614,"A","Queens","A"
50058619,"B","Queens","B"
50058620,"A","Staten Island","A"
50058621,"A","Queens","A"
50058625,"A","Staten Island","A"
50058627,"A","Brooklyn","A"
50058630,"B","Manhattan","B"
50058667,"A","Manhattan","A"
50058670,"A","Manhattan","A"
50058673,"A","Brooklyn","A"
50058675,"A","Bronx","A"
50058678,"A","Manhattan","A"
50058708,"A","Brooklyn","A"
50058710,"A","Queens","A"
50058712,"A","Brooklyn","A"
50058724,"A","Manhattan","A"
50058735,"A","Brooklyn","A"
50058745,"C","Brooklyn","C"
50058751,"A","Manhattan","A"
50058767,"A","Queens","A"
50058769,"A","Brooklyn","A"
50058785,"B","Manhattan","B"
50058790,"A","Staten Island","A"
50058791,"A","Brooklyn","A"
50058794,"A","Bronx","A"
50058799,"A","Brooklyn","A"
50058801,"B","Brooklyn","B"
50058805,"A","Brooklyn","A"
50058807,"A","Brooklyn","A"
50058810,"A","Manhattan","A"
50058812,"A","Queens","A"
50058819,"A","Manhattan","A"
50058844,"A","Brooklyn","A"
50058854,"A","Brooklyn","A"
50058868,"A","Brooklyn","A"
50058869,"A","Manhattan","A"
50058897,"A","Queens","A"
50058902,"A","Queens","A"
50058903,"A","Queens","A"
50058907,"A","Manhattan","A"
50058908,"B","Brooklyn","B"
50058916,"A","Manhattan","A"
50058917,"A","Manhattan","A"
50058921,"A","Manhattan","A"
50058924,"A","Manhattan","A"
50058927,"A","Brooklyn","A"
50058935,"A","Brooklyn","A"
50058937,"N","Queens","OTHER"
50058951,"A","Manhattan","A"
50058953,"B","Manhattan","B"
50058967,"A","Manhattan","A"
50058968,"A","Brooklyn","A"
50058975,"A","Brooklyn","A"
50058979,"A","Queens","A"
50058987,"A","Queens","A"
50058989,"A","Queens","A"
50058992,"A","Manhattan","A"
50058993,"A","Brooklyn","A"
50058995,"A","Bronx","A"
50058997,"A","Queens","A"
50059002,"A","Brooklyn","A"
50059006,"A","Brooklyn","A"
50059007,"A","Bronx","A"
50059022,"A","Manhattan","A"
50059023,"A","Queens","A"
50059027,"A","Manhattan","A"
50059036,"A","Queens","A"
50059047,"A","Brooklyn","A"
50059059,"A","Queens","A"
50059061,"A","Brooklyn","A"
50059069,"A","Manhattan","A"
50059078,"A","Bronx","A"
50059082,"A","Queens","A"
50059089,"A","Queens","A"
50059098,"A","Staten Island","A"
50059102,"B","Queens","B"
50059103,"A","Brooklyn","A"
50059108,"A","Queens","A"
50059112,"A","Bronx","A"
50059126,"A","Brooklyn","A"
50059141,"A","Brooklyn","A"
50059154,"A","Brooklyn","A"
50059183,"A","Bronx","A"
50059187,"A","Manhattan","A"
50059190,"A","Brooklyn","A"
50059195,"A","Brooklyn","A"
50059197,"A","Manhattan","A"
50059199,"A","Manhattan","A"
50059212,"A","Brooklyn","A"
50059215,"Z","Queens","OTHER"
50059232,"A","Bronx","A"
50059233,"A","Brooklyn","A"
50059238,"A","Queens","A"
50059239,"A","Brooklyn","A"
50059249,"A","Manhattan","A"
50059251,"A","Manhattan","A"
50059256,"N","Staten Island","OTHER"
50059260,"A","Brooklyn","A"
50059265,"C","Manhattan","C"
50059267,"A","Manhattan","A"
50059269,"B","Manhattan","B"
50059271,"A","Manhattan","A"
50059272,"A","Brooklyn","A"
50059280,"A","Brooklyn","A"
50059292,"A","Queens","A"
50059293,"A","Staten Island","A"
50059297,"A","Queens","A"
50059304,"A","Queens","A"
50059310,"A","Brooklyn","A"
50059312,"A","Brooklyn","A"
50059314,"A","Queens","A"
50059321,"A","Queens","A"
50059332,"A","Queens","A"
50059343,"A","Brooklyn","A"
50059345,"A","Brooklyn","A"
50059347,"B","Manhattan","B"
50059351,"A","Queens","A"
50059360,"A","Staten Island","A"
50059367,"A","Manhattan","A"
50059371,"A","Manhattan","A"
50059374,"Z","Manhattan","OTHER"
50059377,"Z","Brooklyn","OTHER"
50059380,"A","Bronx","A"
50059399,"Z","Queens","OTHER"
50059408,"A","Staten Island","A"
50059410,"A","Brooklyn","A"
50059415,"A","Manhattan","A"
50059417,"A","Brooklyn","A"
50059424,"A","Queens","A"
50059434,"A","Manhattan","A"
50059435,"A","Manhattan","A"
50059447,"Z","Queens","OTHER"
50059464,"A","Manhattan","A"
50059470,"A","Manhattan","A"
50059483,"A","Staten Island","A"
50059484,"A","Brooklyn","A"
50059486,"A","Manhattan","A"
50059493,"A","Brooklyn","A"
50059503,"A","Queens","A"
50059508,"A","Bronx","A"
50059509,"A","Manhattan","A"
50059513,"A","Queens","A"
50059515,"A","Manhattan","A"
50059516,"A","Queens","A"
50059536,"A","Manhattan","A"
50059563,"A","Brooklyn","A"
50059581,"A","Manhattan","A"
50059584,"A","Manhattan","A"
50059588,"A","Brooklyn","A"
50059594,"P","Manhattan","OTHER"
50059605,"B","Queens","B"
50059607,"C","Brooklyn","C"
50059612,"A","Queens","A"
50059616,"A","Manhattan","A"
50059621,"A","Queens","A"
50059629,"A","Brooklyn","A"
50059635,"A","Manhattan","A"
50059641,"A","Brooklyn","A"
50059651,"A","Staten Island","A"
50059655,"A","Brooklyn","A"
50059659,"A","Queens","A"
50059661,"A","Manhattan","A"
50059672,"A","Brooklyn","A"
50059676,"A","Manhattan","A"
50059684,"A","Manhattan","A"
50059700,"A","Manhattan","A"
50059730,"A","Queens","A"
50059733,"A","Manhattan","A"
50059739,"A","Bronx","A"
50059766,"A","Manhattan","A"
50059778,"B","Brooklyn","B"
50059783,"A","Queens","A"
50059787,"A","Queens","A"
50059789,"A","Queens","A"
50059794,"A","Bronx","A"
50059803,"A","Queens","A"
50059806,"A","Manhattan","A"
50059822,"A","Manhattan","A"
50059824,"A","Brooklyn","A"
50059827,"A","Queens","A"
50059837,"Z","Manhattan","OTHER"
50059855,"A","Brooklyn","A"
50059864,"A","Bronx","A"
50059874,"Z","Brooklyn","OTHER"
50059876,"A","Manhattan","A"
50059886,"A","Bronx","A"
50059891,"A","Queens","A"
50059894,"A","Bronx","A"
50059901,"A","Manhattan","A"
50059902,"A","Queens","A"
50059922,"A","Queens","A"
50059924,"A","Queens","A"
50059930,"C","Queens","C"
50059935,"A","Manhattan","A"
50059939,"A","Queens","A"
50059949,"A","Manhattan","A"
50059954,"A","Manhattan","A"
50059960,"A","Manhattan","A"
50059972,"A","Brooklyn","A"
50059980,"A","Manhattan","A"
50059989,"A","Manhattan","A"
50059993,"A","Manhattan","A"
50059995,"A","Manhattan","A"
50059998,"A","Queens","A"
50059999,"Z","Queens","OTHER"
50060008,"A","Manhattan","A"
50060017,"B","Queens","B"
50060018,"Z","Bronx","OTHER"
50060021,"A","Brooklyn","A"
50060028,"A","Manhattan","A"
50060047,"A","Manhattan","A"
50060048,"A","Manhattan","A"
50060052,"A","Brooklyn","A"
50060054,"A","Brooklyn","A"
50060058,"N","Queens","OTHER"
50060066,"A","Queens","A"
50060068,"A","Brooklyn","A"
50060069,"A","Manhattan","A"
50060077,"A","Brooklyn","A"
50060083,"A","Manhattan","A"
50060093,"C","Queens","C"
50060105,"A","Brooklyn","A"
50060119,"A","Manhattan","A"
50060130,"A","Manhattan","A"
50060138,"A","Queens","A"
50060139,"A","Manhattan","A"
50060154,"A","Manhattan","A"
50060161,"B","Manhattan","B"
50060165,"A","Manhattan","A"
50060168,"A","Brooklyn","A"
50060197,"Z","Brooklyn","OTHER"
50060214,"A","Bronx","A"
50060215,"B","Manhattan","B"
50060223,"A","Manhattan","A"
50060226,"A","Queens","A"
50060230,"A","Manhattan","A"
50060232,"A","Manhattan","A"
50060255,"C","Brooklyn","C"
50060258,"B","Manhattan","B"
50060266,"A","Brooklyn","A"
50060267,"A","Manhattan","A"
50060268,"A","Manhattan","A"
50060281,"A","Queens","A"
50060293,"A","Manhattan","A"
50060296,"A","Queens","A"
50060315,"N","Brooklyn","OTHER"
50060318,"A","Queens","A"
50060321,"A","Queens","A"
50060322,"A","Brooklyn","A"
50060323,"A","Brooklyn","A"
50060330,"A","Brooklyn","A"
50060360,"A","Manhattan","A"
50060368,"A","Brooklyn","A"
50060371,"A","Brooklyn","A"
50060384,"A","Manhattan","A"
50060385,"A","Manhattan","A"
50060387,"A","Brooklyn","A"
50060390,"A","Manhattan","A"
50060396,"A","Queens","A"
50060415,"C","Manhattan","C"
50060419,"Z","Brooklyn","OTHER"
50060424,"A","Manhattan","A"
50060427,"A","Brooklyn","A"
50060428,"A","Manhattan","A"
50060435,"A","Brooklyn","A"
50060439,"A","Manhattan","A"
50060455,"Z","Brooklyn","OTHER"
50060461,"A","Brooklyn","A"
50060463,"A","Brooklyn","A"
50060464,"A","Brooklyn","A"
50060479,"A","Queens","A"
50060482,"A","Manhattan","A"
50060484,"A","Brooklyn","A"
50060495,"A","Manhattan","A"
50060497,"A","Manhattan","A"
50060498,"C","Manhattan","C"
50060517,"A","Brooklyn","A"
50060525,"A","Queens","A"
50060527,"B","Queens","B"
50060528,"N","Brooklyn","OTHER"
50060531,"A","Manhattan","A"
50060534,"A","Manhattan","A"
50060535,"A","Manhattan","A"
50060559,"Z","Brooklyn","OTHER"
50060589,"A","Queens","A"
50060593,"A","Queens","A"
50060597,"Z","Queens","OTHER"
50060601,"C","Staten Island","C"
50060606,"A","Queens","A"
50060612,"A","Manhattan","A"
50060614,"B","Queens","B"
50060648,"A","Brooklyn","A"
50060674,"A","Staten Island","A"
50060685,"A","Staten Island","A"
50060686,"A","Brooklyn","A"
50060687,"A","Manhattan","A"
50060692,"A","Brooklyn","A"
50060700,"A","Brooklyn","A"
50060720,"A","Queens","A"
50060722,"A","Queens","A"
50060751,"A","Queens","A"
50060759,"A","Manhattan","A"
50060766,"C","Manhattan","C"
50060781,"A","Brooklyn","A"
50060784,"P","Brooklyn","OTHER"
50060786,"A","Manhattan","A"
50060796,"A","Manhattan","A"
50060798,"A","Manhattan","A"
50060802,"A","Manhattan","A"
50060813,"A","Queens","A"
50060814,"Z","Queens","OTHER"
50060821,"A","Manhattan","A"
50060822,"B","Manhattan","B"
50060826,"A","Staten Island","A"
50060858,"B","Manhattan","B"
50060864,"A","Brooklyn","A"
50060865,"Z","Brooklyn","OTHER"
50060875,"A","Manhattan","A"
50060883,"B","Manhattan","B"
50060885,"A","Manhattan","A"
50060908,"A","Bronx","A"
50060913,"A","Bronx","A"
50060914,"A","Queens","A"
50060916,"A","Manhattan","A"
50060917,"B","Queens","B"
50060922,"A","Manhattan","A"
50060926,"B","Queens","B"
50060943,"A","Brooklyn","A"
50060954,"A","Manhattan","A"
50060964,"A","Queens","A"
50060965,"A","Manhattan","A"
50060971,"A","Queens","A"
50060972,"A","Manhattan","A"
50060989,"A","Manhattan","A"
50060998,"A","Manhattan","A"
50061005,"A","Brooklyn","A"
50061007,"A","Brooklyn","A"
50061022,"A","Brooklyn","A"
50061023,"A","Brooklyn","A"
50061024,"A","Bronx","A"
50061025,"A","Manhattan","A"
50061031,"A","Manhattan","A"
50061032,"A","Manhattan","A"
50061036,"A","Queens","A"
50061047,"A","Queens","A"
50061061,"A","Manhattan","A"
50061071,"A","Manhattan","A"
50061072,"A","Queens","A"
50061111,"B","Manhattan","B"
50061114,"A","Manhattan","A"
50061117,"A","Manhattan","A"
50061120,"A","Brooklyn","A"
50061123,"A","Bronx","A"
50061125,"A","Queens","A"
50061127,"Z","Manhattan","OTHER"
50061130,"A","Brooklyn","A"
50061132,"N","Queens","OTHER"
50061138,"A","Queens","A"
50061140,"A","Manhattan","A"
50061148,"A","Bronx","A"
50061149,"A","Bronx","A"
50061159,"A","Bronx","A"
50061162,"A","Bronx","A"
50061163,"B","Brooklyn","B"
50061164,"A","Brooklyn","A"
50061188,"A","Manhattan","A"
50061192,"A","Manhattan","A"
50061193,"A","Queens","A"
50061195,"C","Brooklyn","C"
50061211,"A","Manhattan","A"
50061213,"A","Brooklyn","A"
50061215,"A","Brooklyn","A"
50061226,"A","Queens","A"
50061229,"Z","Brooklyn","OTHER"
50061233,"A","Manhattan","A"
50061235,"Z","Brooklyn","OTHER"
50061236,"A","Manhattan","A"
50061246,"A","Brooklyn","A"
50061258,"Z","Brooklyn","OTHER"
50061281,"B","Staten Island","B"
50061282,"A","Manhattan","A"
50061283,"A","Queens","A"
50061293,"A","Queens","A"
50061295,"A","Manhattan","A"
50061298,"A","Manhattan","A"
50061303,"A","Manhattan","A"
50061316,"A","Brooklyn","A"
50061322,"A","Manhattan","A"
50061329,"A","Manhattan","A"
50061366,"A","Brooklyn","A"
50061368,"A","Manhattan","A"
50061386,"N","Brooklyn","OTHER"
50061387,"B","Brooklyn","B"
50061389,"A","Staten Island","A"
50061393,"A","Brooklyn","A"
50061416,"Z","Manhattan","OTHER"
50061417,"A","Brooklyn","A"
50061438,"A","Brooklyn","A"
50061440,"A","Queens","A"
50061442,"A","Queens","A"
50061445,"A","Manhattan","A"
50061459,"A","Brooklyn","A"
50061461,"A","Manhattan","A"
50061476,"A","Queens","A"
50061477,"A","Queens","A"
50061519,"A","Brooklyn","A"
50061521,"A","Manhattan","A"
50061530,"A","Brooklyn","A"
50061531,"Z","Manhattan","OTHER"
50061537,"A","Manhattan","A"
50061565,"A","Queens","A"
50061569,"A","Manhattan","A"
50061571,"A","Manhattan","A"
50062342,"A","Manhattan","A"
50062365,"A","Manhattan","A"
50062367,"A","Manhattan","A"
50062377,"N","Manhattan","OTHER"
50062378,"N","Manhattan","OTHER"
50062385,"A","Manhattan","A"
50062391,"A","Queens","A"
50062426,"B","Brooklyn","B"
50062435,"A","Brooklyn","A"
50062438,"A","Manhattan","A"
50062450,"A","Manhattan","A"
50062457,"C","Queens","C"
50062458,"A","Queens","A"
50062470,"A","Manhattan","A"
50062487,"A","Manhattan","A"
50062488,"B","Manhattan","B"
50062503,"A","Manhattan","A"
50062507,"N","Queens","OTHER"
50062529,"Z","Queens","OTHER"
50062530,"A","Manhattan","A"
50062554,"A","Manhattan","A"
50062555,"A","Staten Island","A"
50062556,"A","Manhattan","A"
50062558,"A","Brooklyn","A"
50062563,"Z","Brooklyn","OTHER"
50062573,"A","Queens","A"
50062581,"A","Manhattan","A"
50062627,"A","Manhattan","A"
50062635,"Z","Brooklyn","OTHER"
50062645,"Z","Queens","OTHER"
50062648,"A","Brooklyn","A"
50062655,"A","Manhattan","A"
50062657,"A","Brooklyn","A"
50062660,"A","Brooklyn","A"
50062663,"A","Queens","A"
50062666,"A","Bronx","A"
50062669,"A","Manhattan","A"
50062676,"A","Manhattan","A"
50062684,"A","Manhattan","A"
50062685,"N","Brooklyn","OTHER"
50062733,"A","Brooklyn","A"
50062737,"A","Queens","A"
50062738,"A","Queens","A"
50062740,"A","Queens","A"
50062743,"A","Brooklyn","A"
50062747,"A","Brooklyn","A"
50062748,"A","Brooklyn","A"
50062750,"A","Brooklyn","A"
50062755,"A","Manhattan","A"
50062783,"A","Staten Island","A"
50062800,"B","Manhattan","B"
50062803,"A","Manhattan","A"
50062815,"A","Brooklyn","A"
50062821,"A","Queens","A"
50062830,"A","Queens","A"
50062832,"Z","Brooklyn","OTHER"
50062844,"Z","Manhattan","OTHER"
50062852,"A","Manhattan","A"
50062856,"A","Brooklyn","A"
50062861,"A","Brooklyn","A"
50062863,"A","Staten Island","A"
50062872,"A","Queens","A"
50062874,"A","Bronx","A"
50062880,"A","Manhattan","A"
50062884,"A","Brooklyn","A"
50062888,"A","Brooklyn","A"
50062900,"A","Queens","A"
50062912,"A","Manhattan","A"
50062913,"A","Manhattan","A"
50062917,"P","Manhattan","OTHER"
50062919,"A","Manhattan","A"
50062920,"A","Queens","A"
50062943,"B","Queens","B"
50062945,"A","Manhattan","A"
50062955,"Z","Manhattan","OTHER"
50062967,"A","Brooklyn","A"
50062979,"B","Bronx","B"
50062984,"A","Manhattan","A"
50062985,"A","Brooklyn","A"
50062995,"A","Brooklyn","A"
50063001,"A","Manhattan","A"
50063010,"Z","Bronx","OTHER"
50063012,"A","Bronx","A"
50063017,"A","Manhattan","A"
50063030,"A","Queens","A"
50063046,"A","Brooklyn","A"
50063050,"A","Manhattan","A"
50063051,"A","Manhattan","A"
50063053,"A","Brooklyn","A"
50063056,"A","Queens","A"
50063064,"A","Queens","A"
50063071,"A","Manhattan","A"
50063072,"A","Queens","A"
50063114,"A","Manhattan","A"
50063129,"A","Manhattan","A"
50063130,"A","Brooklyn","A"
50063138,"A","Brooklyn","A"
50063143,"A","Brooklyn","A"
50063152,"Z","Manhattan","OTHER"
50063156,"A","Bronx","A"
50063159,"A","Brooklyn","A"
50063161,"A","Manhattan","A"
50063168,"A","Manhattan","A"
50063174,"A","Brooklyn","A"
50063183,"Z","Manhattan","OTHER"
50063195,"A","Manhattan","A"
50063197,"A","Manhattan","A"
50063198,"A","Bronx","A"
50063201,"A","Manhattan","A"
50063209,"A","Queens","A"
50063229,"A","Bronx","A"
50063233,"C","Manhattan","C"
50063250,"A","Queens","A"
50063273,"A","Manhattan","A"
50063280,"N","Bronx","OTHER"
50063282,"A","Manhattan","A"
50063293,"A","Manhattan","A"
50063296,"A","Brooklyn","A"
50063305,"A","Brooklyn","A"
50063307,"A","Queens","A"
50063311,"B","Queens","B"
50063365,"A","Bronx","A"
50063394,"A","Brooklyn","A"
50063407,"B","Bronx","B"
50063432,"A","Queens","A"
50063446,"A","Manhattan","A"
50063458,"Z","Queens","OTHER"
50063462,"A","Queens","A"
50063463,"Z","Manhattan","OTHER"
50063466,"A","Staten Island","A"
50063468,"A","Manhattan","A"
50063488,"A","Queens","A"
50063498,"Z","Queens","OTHER"
50063503,"A","Queens","A"
50063504,"A","Queens","A"
50063518,"A","Brooklyn","A"
50063520,"A","Queens","A"
50063522,"A","Brooklyn","A"
50063529,"A","Manhattan","A"
50063550,"A","Manhattan","A"
50063568,"A","Queens","A"
50063576,"B","Bronx","B"
50063584,"A","Queens","A"
50063594,"A","Brooklyn","A"
50063599,"A","Staten Island","A"
50063608,"A","Bronx","A"
50063611,"A","Manhattan","A"
50063620,"A","Brooklyn","A"
50063625,"A","Manhattan","A"
50063627,"A","Manhattan","A"
50063628,"B","Queens","B"
50063629,"A","Manhattan","A"
50063644,"A","Manhattan","A"
50063645,"A","Queens","A"
50063685,"A","Manhattan","A"
50063690,"A","Bronx","A"
50063691,"A","Manhattan","A"
50063694,"A","Queens","A"
