"CAMIS","GRADE","BORO","grade"
50048509,"A","Manhattan","A"
50048511,"A","Manhattan","A"
50048519,"A","Manhattan","A"
50048523,"B","Brooklyn","B"
50048540,"A","Manhattan","A"
50048541,"A","Manhattan","A"
50048555,"A","Manhattan","A"
50048563,"B","Brooklyn","B"
50048574,"A","Queens","A"
50048576,"A","Manhattan","A"
50048578,"B","Manhattan","B"
50048582,"A","Brooklyn","A"
50048590,"A","Manhattan","A"
50048604,"B","Brooklyn","B"
50048621,"A","Queens","A"
50048625,"B","Queens","B"
50048635,"A","Manhattan","A"
50048642,"A","Manhattan","A"
50048644,"A","Manhattan","A"
50048645,"A","Manhattan","A"
50048671,"B","Manhattan","B"
50048673,"A","Queens","A"
50048677,"B","Brooklyn","B"
50048685,"A","Manhattan","A"
50048693,"A","Queens","A"
50048697,"N","Manhattan","OTHER"
50048717,"A","Manhattan","A"
50048761,"A","Manhattan","A"
50048777,"A","Queens","A"
50048806,"A","Brooklyn","A"
50048817,"A","Manhattan","A"
50048821,"Z","Manhattan","OTHER"
50048823,"A","Manhattan","A"
50048835,"A","Manhattan","A"
50048838,"A","Manhattan","A"
50048844,"A","Manhattan","A"
50048850,"N","Staten Island","OTHER"
50048856,"A","Manhattan","A"
50048872,"A","Queens","A"
50048905,"A","Bronx","A"
50048923,"A","Brooklyn","A"
50048942,"A","Staten Island","A"
50048943,"A","Queens","A"
50048969,"A","Manhattan","A"
50048982,"A","Queens","A"
50049008,"A","Manhattan","A"
50049009,"A","Manhattan","A"
50049018,"A","Manhattan","A"
50049031,"A","Manhattan","A"
50049061,"A","Brooklyn","A"
50049095,"A","Manhattan","A"
50049096,"A","Queens","A"
50049097,"A","Brooklyn","A"
50049177,"A","Manhattan","A"
50049193,"A","Brooklyn","A"
50049226,"A","Brooklyn","A"
50049250,"A","Brooklyn","A"
50049260,"A","Manhattan","A"
50049262,"A","Staten Island","A"
50049271,"A","Brooklyn","A"
50049280,"Z","Queens","OTHER"
50049290,"Z","Brooklyn","OTHER"
50049317,"A","Manhattan","A"
50049320,"A","Brooklyn","A"
50049322,"A","Bronx","A"
50049326,"A","Manhattan","A"
50049331,"A","Brooklyn","A"
50049338,"A","Brooklyn","A"
50049346,"A","Manhattan","A"
50049403,"A","Brooklyn","A"
50049436,"A","Brooklyn","A"
50049441,"A","Queens","A"
50049448,"A","Manhattan","A"
50049464,"A","Brooklyn","A"
50049482,"A","Bronx","A"
50049489,"N","Queens","OTHER"
50049494,"A","Brooklyn","A"
50049504,"A","Manhattan","A"
50049511,"A","Brooklyn","A"
50049514,"B","Queens","B"
50049522,"A","Manhattan","A"
50049523,"A","Queens","A"
50049533,"A","Manhattan","A"
50049564,"A","Brooklyn","A"
50049573,"A","Brooklyn","A"
50049596,"A","Manhattan","A"
50049598,"A","Bronx","A"
50049599,"A","Bronx","A"
50049617,"B","Manhattan","B"
50049620,"A","Manhattan","A"
50049637,"N","Queens","OTHER"
50049655,"A","Manhattan","A"
50049662,"C","Brooklyn","C"
50049678,"A","Manhattan","A"
50049689,"A","Brooklyn","A"
50049724,"A","Manhattan","A"
50049726,"B","Queens","B"
50049736,"A","Manhattan","A"
50049738,"A","Queens","A"
50049739,"A","Queens","A"
50049744,"A","Queens","A"
50049765,"A","Queens","A"
50049766,"N","Manhattan","OTHER"
50049779,"B","Manhattan","B"
50049820,"B","Bronx","B"
50049831,"A","Manhattan","A"
50049836,"A","Manhattan","A"
50049869,"A","Manhattan","A"
50049872,"A","Brooklyn","A"
50049891,"A","Brooklyn","A"
50049899,"A","Manhattan","A"
50049907,"Z","Brooklyn","OTHER"
50049918,"A","Queens","A"
50049940,"A","Staten Island","A"
50049968,"A","Bronx","A"
50049996,"A","Manhattan","A"
50049997,"A","Manhattan","A"
50049999,"A","Brooklyn","A"
50050015,"B","Brooklyn","B"
50050022,"A","Manhattan","A"
50050042,"A","Brooklyn","A"
50050084,"A","Queens","A"
50050099,"A","Brooklyn","A"
50050112,"A","Queens","A"
50050113,"A","Manhattan","A"
50050119,"C","Brooklyn","C"
50050140,"A","Queens","A"
50050160,"A","Bronx","A"
50050178,"B","Queens","B"
50050182,"A","Manhattan","A"
50050184,"A","Manhattan","A"
50050185,"A","Manhattan","A"
50050188,"A","Brooklyn","A"
50050190,"A","Manhattan","A"
50050197,"A","Queens","A"
50050198,"A","Queens","A"
50050205,"A","Queens","A"
50050214,"A","Queens","A"
50050247,"A","Manhattan","A"
50050249,"A","Bronx","A"
50050253,"A","Manhattan","A"
50050254,"A","Queens","A"
50050259,"B","Brooklyn","B"
50050281,"N","Brooklyn","OTHER"
50050296,"A","Brooklyn","A"
50050304,"A","Manhattan","A"
50050327,"B","Brooklyn","B"
50050333,"A","Manhattan","A"
50050336,"A","Brooklyn","A"
50050344,"A","Brooklyn","A"
50050373,"A","Brooklyn","A"
50050375,"B","Manhattan","B"
50050379,"A","Queens","A"
50050381,"A","Manhattan","A"
50050384,"A","Manhattan","A"
50050386,"A","Manhattan","A"
50050390,"A","Queens","A"
50050400,"A","Queens","A"
50050423,"A","Queens","A"
50050424,"A","Manhattan","A"
50050456,"A","Manhattan","A"
50050465,"A","Queens","A"
50050467,"B","Queens","B"
50050498,"A","Brooklyn","A"
50050507,"A","Manhattan","A"
50050508,"A","Manhattan","A"
50050528,"A","Brooklyn","A"
50050561,"A","Queens","A"
50050603,"A","Queens","A"
50050636,"N","Brooklyn","OTHER"
50050643,"N","Brooklyn","OTHER"
50050670,"A","Bronx","A"
50050671,"A","Bronx","A"
50050673,"A","Bronx","A"
50050674,"A","Bronx","A"
50050700,"A","Queens","A"
50050701,"A","Queens","A"
50050712,"N","Brooklyn","OTHER"
50050729,"A","Brooklyn","A"
50050739,"A","Bronx","A"
50050745,"N","Brooklyn","OTHER"
50050754,"A","Queens","A"
50050792,"A","Manhattan","A"
50050807,"A","Manhattan","A"
50050831,"A","Manhattan","A"
50050835,"A","Queens","A"
50050853,"A","Bronx","A"
50050864,"A","Manhattan","A"
50050873,"A","Manhattan","A"
50050878,"C","Manhattan","C"
50050887,"A","Queens","A"
50050922,"B","Queens","B"
50050930,"A","Bronx","A"
50050945,"B","Brooklyn","B"
50050958,"A","Manhattan","A"
50050984,"A","Bronx","A"
50050986,"C","Brooklyn","C"
50050991,"Z","Manhattan","OTHER"
50050992,"A","Brooklyn","A"
50051014,"Z","Brooklyn","OTHER"
50051016,"P","Manhattan","OTHER"
50051018,"A","Manhattan","A"
50051049,"A","Brooklyn","A"
50051064,"A","Manhattan","A"
50051068,"A","Manhattan","A"
50051111,"B","Queens","B"
50051127,"A","Queens","A"
50051128,"A","Queens","A"
50051129,"B","Manhattan","B"
50051137,"A","Queens","A"
50051163,"B","Queens","B"
50051178,"A","Staten Island","A"
50051187,"A","Queens","A"
50051206,"A","Brooklyn","A"
50051225,"A","Manhattan","A"
50051228,"A","Brooklyn","A"
50051234,"A","Manhattan","A"
50051258,"A","Manhattan","A"
50051269,"A","Brooklyn","A"
50051272,"A","Manhattan","A"
50051274,"A","Manhattan","A"
50051278,"A","Queens","A"
50051282,"A","Bronx","A"
50051293,"A","Manhattan","A"
50051294,"A","Queens","A"
50051304,"A","Manhattan","A"
50051307,"A","Manhattan","A"
50051310,"A","Queens","A"
50051314,"A","Queens","A"
50051321,"A","Brooklyn","A"
50051335,"A","Bronx","A"
50051339,"A","Brooklyn","A"
50051344,"A","Brooklyn","A"
50051353,"B","Brooklyn","B"
50051355,"A","Manhattan","A"
50051365,"A","Bronx","A"
50051369,"N","Bronx","OTHER"
50051395,"A","Manhattan","A"
50051408,"B","Staten Island","B"
50051413,"A","Queens","A"
50051433,"A","Manhattan","A"
50051434,"A","Brooklyn","A"
50051436,"A","Brooklyn","A"
50051451,"A","Staten Island","A"
50051455,"A","Queens","A"
50051458,"A","Bronx","A"
50051468,"A","Manhattan","A"
50051480,"A","Manhattan","A"
50051486,"A","Manhattan","A"
50051532,"A","Manhattan","A"
50051535,"Z","Bronx","OTHER"
50051545,"B","Manhattan","B"
50051550,"A","Brooklyn","A"
50051556,"A","Manhattan","A"
50051572,"A","Brooklyn","A"
50051591,"A","Bronx","A"
50051594,"A","Brooklyn","A"
50051603,"C","Queens","C"
50051608,"A","Brooklyn","A"
50051609,"A","Manhattan","A"
50051612,"A","Manhattan","A"
50051616,"Z","Bronx","OTHER"
50051657,"A","Manhattan","A"
50051662,"A","Manhattan","A"
50051668,"A","Brooklyn","A"
50051684,"A","Bronx","A"
50051701,"B","Manhattan","B"
50051704,"A","Manhattan","A"
50051705,"Z","Bronx","OTHER"
50051719,"Z","Brooklyn","OTHER"
50051725,"B","Staten Island","B"
50051729,"A","Brooklyn","A"
50051737,"A","Manhattan","A"
50051739,"A","Staten Island","A"
50051741,"A","Brooklyn","A"
50051743,"A","Bronx","A"
50051744,"A","Bronx","A"
50051745,"A","Bronx","A"
50051746,"A","Manhattan","A"
50051748,"A","Brooklyn","A"
50051749,"A","Bronx","A"
50051756,"A","Brooklyn","A"
50051765,"A","Queens","A"
50051766,"A","Brooklyn","A"
50051767,"A","Bronx","A"
50051769,"P","Queens","OTHER"
50051778,"A","Queens","A"
50051787,"A","Manhattan","A"
50051817,"Z","Bronx","OTHER"
50051826,"A","Queens","A"
50051839,"A","Brooklyn","A"
50051867,"A","Queens","A"
50051877,"A","Bronx","A"
50051880,"A","Manhattan","A"
50051881,"A","Brooklyn","A"
50051883,"A","Queens","A"
50051888,"A","Staten Island","A"
50051903,"A","Queens","A"
50051905,"Z","Brooklyn","OTHER"
50051939,"B","Brooklyn","B"
50051951,"A","Staten Island","A"
50051965,"A","Manhattan","A"
50051967,"A","Queens","A"
50051981,"Z","Manhattan","OTHER"
50051998,"B","Manhattan","B"
50052001,"A","Staten Island","A"
50052039,"A","Manhattan","A"
50052060,"A","Manhattan","A"
50052110,"A","Brooklyn","A"
50052114,"A","Manhattan","A"
50052171,"Z","Manhattan","OTHER"
50052196,"A","Brooklyn","A"
50052197,"A","Brooklyn","A"
50052200,"A","Brooklyn","A"
50052203,"A","Manhattan","A"
50052205,"A","Brooklyn","A"
50052209,"A","Brooklyn","A"
50052217,"C","Bronx","C"
50052223,"Z","Brooklyn","OTHER"
50052226,"A","Bronx","A"
50052244,"A","Brooklyn","A"
50052256,"B","Brooklyn","B"
50052257,"A","Queens","A"
50052262,"A","Brooklyn","A"
50052277,"Z","Manhattan","OTHER"
50052278,"A","Queens","A"
50052280,"A","Manhattan","A"
50052308,"A","Brooklyn","A"
50052328,"A","Queens","A"
50052345,"A","Queens","A"
50052366,"A","Brooklyn","A"
50052373,"B","Brooklyn","B"
50052376,"A","Brooklyn","A"
50052392,"A","Manhattan","A"
50052428,"A","Manhattan","A"
50052431,"A","Manhattan","A"
50052435,"A","Brooklyn","A"
50052441,"A","Queens","A"
50052444,"B","Brooklyn","B"
50052462,"A","Queens","A"
50052463,"A","Bronx","A"
50052482,"A","Brooklyn","A"
50052491,"A","Brooklyn","A"
50052499,"A","Brooklyn","A"
50052500,"A","Manhattan","A"
50052502,"A","Manhattan","A"
50052503,"A","Manhattan","A"
50052504,"A","Bronx","A"
50052511,"A","Bronx","A"
50052533,"A","Staten Island","A"
50052537,"A","Brooklyn","A"
50052545,"B","Queens","B"
50052585,"A","Brooklyn","A"
50052589,"C","Queens","C"
50052591,"A","Queens","A"
50052596,"A","Brooklyn","A"
50052602,"Z","Brooklyn","OTHER"
50052610,"A","Brooklyn","A"
50052617,"A","Manhattan","A"
50052618,"A","Manhattan","A"
50052642,"A","Manhattan","A"
50052651,"A","Manhattan","A"
50052660,"A","Manhattan","A"
50052663,"A","Brooklyn","A"
50052708,"N","Brooklyn","OTHER"
50052709,"Z","Queens","OTHER"
50052715,"A","Queens","A"
50052720,"A","Manhattan","A"
50052722,"A","Queens","A"
50052746,"A","Manhattan","A"
50052772,"A","Bronx","A"
50052779,"A","Brooklyn","A"
50052785,"A","Manhattan","A"
50052807,"A","Manhattan","A"
50052824,"B","Brooklyn","B"
50052826,"A","Queens","A"
50052840,"A","Brooklyn","A"
50052842,"A","Brooklyn","A"
50052857,"A","Bronx","A"
50052863,"A","Manhattan","A"
50052865,"A","Manhattan","A"
50052874,"B","Queens","B"
50052884,"A","Bronx","A"
50052917,"A","Manhattan","A"
50052920,"A","Queens","A"
50052930,"A","Brooklyn","A"
50052932,"A","Queens","A"
50052949,"A","Brooklyn","A"
50052953,"Z","Manhattan","OTHER"
50052956,"A","Manhattan","A"
50052963,"A","Brooklyn","A"
50052988,"A","Bronx","A"
50053011,"A","Brooklyn","A"
50053020,"A","Manhattan","A"
50053023,"C","Queens","C"
50053024,"A","Brooklyn","A"
50053027,"A","Brooklyn","A"
50053046,"A","Bronx","A"
50053053,"A","Manhattan","A"
50053059,"C","Queens","C"
50053069,"A","Manhattan","A"
50053072,"A","Manhattan","A"
50053083,"Z","Queens","OTHER"
50053086,"B","Queens","B"
50053105,"A","Brooklyn","A"
50053112,"A","Brooklyn","A"
50053122,"A","Queens","A"
50053135,"Z","Brooklyn","OTHER"
50053139,"A","Queens","A"
50053142,"N","Brooklyn","OTHER"
50053144,"Z","Brooklyn","OTHER"
50053148,"A","Brooklyn","A"
50053170,"A","Queens","A"
50053174,"A","Manhattan","A"
50053178,"Z","Brooklyn","OTHER"
50053197,"A","Manhattan","A"
50053199,"N","Brooklyn","OTHER"
50053206,"A","Brooklyn","A"
50053207,"Z","Queens","OTHER"
50053225,"A","Manhattan","A"
50053242,"A","Brooklyn","A"
50053247,"A","Brooklyn","A"
50053253,"A","Brooklyn","A"
50053278,"A","Brooklyn","A"
50053299,"A","Manhattan","A"
50053320,"A","Queens","A"
50053321,"B","Manhattan","B"
50053326,"A","Brooklyn","A"
50053330,"N","Bronx","OTHER"
50053331,"A","Staten Island","A"
50053332,"A","Bronx","A"
50053334,"B","Bronx","B"
50053337,"B","Brooklyn","B"
50053339,"A","Bronx","A"
50053352,"A","Manhattan","A"
50053354,"A","Queens","A"
50053355,"A","Manhattan","A"
50053364,"A","Manhattan","A"
50053372,"A","Manhattan","A"
50053374,"Z","Manhattan","OTHER"
50053392,"A","Staten Island","A"
50053401,"C","Queens","C"
50053408,"Z","Manhattan","OTHER"
50053436,"A","Brooklyn","A"
50053441,"A","Manhattan","A"
50053453,"A","Brooklyn","A"
50053455,"A","Queens","A"
50053465,"A","Manhattan","A"
50053469,"A","Queens","A"
50053477,"A","Manhattan","A"
50053479,"A","Manhattan","A"
50053497,"A","Manhattan","A"
50053515,"A","Bronx","A"
50053533,"A","Brooklyn","A"
50053537,"Z","Brooklyn","OTHER"
50053542,"A","Queens","A"
50053544,"A","Bronx","A"
50053555,"A","Manhattan","A"
50053557,"A","Manhattan","A"
50053575,"A","Queens","A"
50053587,"A","Manhattan","A"
50053608,"A","Brooklyn","A"
50053610,"A","Bronx","A"
50053660,"A","Bronx","A"
50053666,"B","Manhattan","B"
50053669,"B","Manhattan","B"
50053671,"A","Queens","A"
50053675,"A","Queens","A"
50053680,"Z","Brooklyn","OTHER"
50053683,"A","Manhattan","A"
50053686,"A","Brooklyn","A"
50053689,"P","Brooklyn","OTHER"
50053703,"C","Bronx","C"
50053717,"A","Manhattan","A"
50053718,"A","Manhattan","A"
50053728,"C","Manhattan","C"
50053729,"C","Manhattan","C"
50053768,"A","Brooklyn","A"
50053777,"A","Staten Island","A"
50053825,"A","Bronx","A"
50053833,"A","Queens","A"
50053883,"A","Queens","A"
50053898,"A","Queens","A"
50053916,"A","Brooklyn","A"
50053932,"A","Manhattan","A"
50053935,"B","Queens","B"
50053940,"A","Queens","A"
50053975,"A","Manhattan","A"
50053977,"A","Manhattan","A"
50054023,"A","Queens","A"
50054031,"B","Queens","B"
50054044,"A","Manhattan","A"
50054046,"A","Manhattan","A"
50054055,"A","Queens","A"
50054114,"B","Manhattan","B"
50054116,"A","Manhattan","A"
50054129,"A","Bronx","A"
50054132,"A","Bronx","A"
50054134,"A","Bronx","A"
50054136,"A","Bronx","A"
50054137,"A","Bronx","A"
50054139,"Z","Queens","OTHER"
50054148,"A","Manhattan","A"
50054186,"A","Bronx","A"
50054220,"A","Queens","A"
50054222,"A","Brooklyn","A"
50054231,"A","Manhattan","A"
50054233,"A","Queens","A"
50054234,"A","Manhattan","A"
50054262,"A","Queens","A"
50054273,"A","Manhattan","A"
50054294,"A","Manhattan","A"
50054303,"B","Manhattan","B"
50054304,"A","Staten Island","A"
50054305,"A","Manhattan","A"
50054307,"A","Manhattan","A"
50054311,"N","Bronx","OTHER"
50054315,"A","Manhattan","A"
50054321,"A","Brooklyn","A"
50054328,"A","Manhattan","A"
50054331,"A","Staten Island","A"
50054333,"A","Manhattan","A"
50054344,"Z","Manhattan","OTHER"
50054346,"A","Brooklyn","A"
50054365,"A","Manhattan","A"
50054369,"A","Brooklyn","A"
50054374,"A","Bronx","A"
50054381,"A","Brooklyn","A"
50054385,"A","Manhattan","A"
50054403,"Z","Manhattan","OTHER"
50054404,"Z","Manhattan","OTHER"
50054409,"A","Bronx","A"
50054418,"A","Queens","A"
50054419,"A","Staten Island","A"
50054425,"A","Bronx","A"
50054435,"A","Manhattan","A"
50054438,"Z","Manhattan","OTHER"
50054452,"A","Queens","A"
50054454,"N","Manhattan","OTHER"
50054456,"A","Manhattan","A"
50054483,"A","Bronx","A"
50054504,"A","Queens","A"
50054524,"A","Manhattan","A"
50054535,"A","Manhattan","A"
50054544,"B","Brooklyn","B"
50054569,"A","Bronx","A"
50054573,"A","Manhattan","A"
50054583,"A","Bronx","A"
50054584,"A","Bronx","A"
50054588,"A","Manhattan","A"
50054598,"A","Brooklyn","A"
50054609,"A","Bronx","A"
50054610,"A","Brooklyn","A"
50054615,"A","Brooklyn","A"
50054635,"A","Manhattan","A"
50054637,"A","Manhattan","A"
50054639,"A","Manhattan","A"
50054646,"A","Bronx","A"
50054666,"A","Queens","A"
50054686,"B","Manhattan","B"
50054690,"A","Brooklyn","A"
50054721,"A","Brooklyn","A"
50054726,"A","Brooklyn","A"
50054749,"A","Brooklyn","A"
50054754,"A","Queens","A"
50054788,"B","Queens","B"
50054792,"A","Manhattan","A"
50054796,"A","Queens","A"
50054822,"A","Bronx","A"
50054829,"A","Brooklyn","A"
50054846,"A","Queens","A"
50054848,"A","Brooklyn","A"
50054857,"A","Manhattan","A"
50054868,"A","Brooklyn","A"
50054887,"A","Queens","A"
50054918,"A","Brooklyn","A"
50054927,"A","Manhattan","A"
50054953,"A","Brooklyn","A"
50054957,"A","Queens","A"
50054964,"A","Queens","A"
50054965,"A","Manhattan","A"
50054967,"N","Manhattan","OTHER"
50054979,"Z","Brooklyn","OTHER"
50054997,"A","Manhattan","A"
50055001,"A","Staten Island","A"
50055004,"A","Manhattan","A"
50055011,"C","Manhattan","C"
50055022,"A","Manhattan","A"
50055023,"A","Brooklyn","A"
50055033,"A","Queens","A"
50055040,"A","Manhattan","A"
50055051,"A","Brooklyn","A"
50055066,"A","Manhattan","A"
50055077,"A","Manhattan","A"
50055081,"A","Manhattan","A"
50055119,"A","Manhattan","A"
50055122,"A","Manhattan","A"
50055123,"A","Queens","A"
50055124,"A","Manhattan","A"
50055125,"A","Brooklyn","A"
50055139,"A","Brooklyn","A"
50055159,"A","Brooklyn","A"
50055164,"A","Manhattan","A"
50055183,"A","Bronx","A"
50055210,"A","Manhattan","A"
50055215,"A","Brooklyn","A"
50055225,"A","Bronx","A"
50055231,"B","Manhattan","B"
50055234,"A","Manhattan","A"
50055236,"A","Queens","A"
50055243,"A","Manhattan","A"
50055248,"A","Manhattan","A"
50055296,"Z","Manhattan","OTHER"
50055302,"A","Manhattan","A"
50055322,"A","Bronx","A"
50055324,"A","Queens","A"
50055338,"A","Bronx","A"
50055342,"A","Queens","A"
50055346,"A","Manhattan","A"
50055359,"A","Brooklyn","A"
50055362,"A","Manhattan","A"
50055382,"A","Brooklyn","A"
50055386,"B","Manhattan","B"
50055387,"A","Brooklyn","A"
50055391,"A","Queens","A"
50055392,"A","Bronx","A"
50055399,"A","Manhattan","A"
50055406,"A","Brooklyn","A"
50055407,"A","Queens","A"
50055414,"A","Brooklyn","A"
50055419,"A","Manhattan","A"
50055420,"A","Manhattan","A"
50055426,"Z","Manhattan","OTHER"
50055438,"A","Queens","A"
50055470,"A","Manhattan","A"
50055495,"A","Brooklyn","A"
50055497,"A","Queens","A"
50055501,"A","Queens","A"
50055515,"A","Queens","A"
50055536,"A","Staten Island","A"
50055552,"A","Manhattan","A"
50055553,"A","Manhattan","A"
50055556,"A","Brooklyn","A"
50055559,"A","Brooklyn","A"
50055565,"N","Brooklyn","OTHER"
50055582,"A","Brooklyn","A"
50055587,"A","Brooklyn","A"
50055609,"A","Manhattan","A"
50055610,"A","Manhattan","A"
50055631,"A","Manhattan","A"
50055636,"A","Brooklyn","A"
50055640,"A","Manhattan","A"
50055644,"A","Brooklyn","A"
50055645,"A","Queens","A"
50055649,"N","Queens","OTHER"
50055651,"A","Manhattan","A"
50055657,"A","Manhattan","A"
50055662,"A","Brooklyn","A"
50055697,"N","Manhattan","OTHER"
50055715,"A","Manhattan","A"
50055795,"A","Manhattan","A"
50055822,"A","Brooklyn","A"
50055844,"A","Queens","A"
50055852,"A","Manhattan","A"
50055882,"A","Manhattan","A"
50055885,"A","Brooklyn","A"
50055910,"A","Queens","A"
50055936,"Z","Manhattan","OTHER"
50055939,"A","Queens","A"
50055949,"A","Brooklyn","A"
50055957,"B","Brooklyn","B"
50055969,"A","Manhattan","A"
50055973,"A","Manhattan","A"
50055975,"A","Brooklyn","A"
50055977,"A","Bronx","A"
50055985,"A","Manhattan","A"
50055990,"A","Manhattan","A"
50056005,"N","Brooklyn","OTHER"
50056006,"A","Brooklyn","A"
50056007,"A","Manhattan","A"
50056017,"A","Manhattan","A"
50056033,"Z","Queens","OTHER"
50056057,"A","Queens","A"
50056063,"A","Manhattan","A"
50056065,"B","Manhattan","B"
50056074,"Z","Manhattan","OTHER"
50056087,"A","Brooklyn","A"
50056124,"A","Manhattan","A"
50056137,"B","Manhattan","B"
50056153,"A","Manhattan","A"
50056175,"B","Brooklyn","B"
50056176,"A","Staten Island","A"
50056178,"A","Manhattan","A"
50056180,"A","Brooklyn","A"
50056193,"A","Staten Island","A"
50056201,"B","Queens","B"
50056203,"A","Brooklyn","A"
50056212,"B","Brooklyn","B"
50056213,"A","Manhattan","A"
50056216,"A","Manhattan","A"
50056245,"B","Manhattan","B"
50056248,"A","Manhattan","A"
50056249,"A","Queens","A"
50056254,"A","Brooklyn","A"
50056256,"A","Manhattan","A"
50056257,"A","Manhattan","A"
50056272,"A","Brooklyn","A"
50056274,"A","Manhattan","A"
50056280,"Z","Staten Island","OTHER"
50056283,"A","Brooklyn","A"
50056305,"A","Bronx","A"
50056312,"A","Brooklyn","A"
50056316,"A","Brooklyn","A"
50056319,"A","Manhattan","A"
50056333,"A","Manhattan","A"
50056337,"A","Manhattan","A"
50056338,"B","Queens","B"
50056343,"A","Queens","A"
50056360,"A","Manhattan","A"
50056365,"N","Manhattan","OTHER"
50056372,"A","Manhattan","A"
50056382,"A","Queens","A"
50056398,"A","Manhattan","A"
50056401,"A","Manhattan","A"
50056417,"A","Brooklyn","A"
50056419,"Z","Queens","OTHER"
50056425,"A","Brooklyn","A"
50056428,"A","Brooklyn","A"
50056430,"A","Brooklyn","A"
50056438,"B","Queens","B"
50056450,"A","Brooklyn","A"
50056461,"A","Bronx","A"
50056495,"A","Manhattan","A"
50056503,"A","Bronx","A"
50056505,"A","Brooklyn","A"
50056507,"A","Manhattan","A"
50056510,"C","Bronx","C"
50056512,"A","Staten Island","A"
50056516,"A","Brooklyn","A"
50056552,"A","Manhattan","A"
50056559,"A","Staten Island","A"
50056561,"A","Manhattan","A"
50056563,"A","Queens","A"
50056565,"A","Bronx","A"
50056569,"A","Queens","A"
50056578,"A","Queens","A"
50056586,"B","Manhattan","B"
50056589,"A","Brooklyn","A"
50056591,"A","Bronx","A"
50056599,"A","Manhattan","A"
50056602,"A","Queens","A"
50056606,"A","Brooklyn","A"
50056612,"A","Manhattan","A"
50056622,"A","Queens","A"
50056626,"A","Manhattan","A"
50056632,"A","Manhattan","A"
50056647,"A","Manhattan","A"
50056649,"A","Manhattan","A"
50056650,"A","Manhattan","A"
50056652,"Z","Brooklyn","OTHER"
50056669,"A","Brooklyn","A"
50056677,"A","Manhattan","A"
50056678,"Z","Manhattan","OTHER"
50056679,"A","Bronx","A"
50056699,"Z","Brooklyn","OTHER"
50056703,"A","Queens","A"
50056704,"A","Bronx","A"
50056708,"A","Manhattan","A"
50056715,"A","Queens","A"
50056741,"A","Brooklyn","A"
50056748,"A","Queens","A"
50056754,"A","Bronx","A"
50056756,"Z","Manhattan","OTHER"
50056770,"B","Manhattan","B"
50056775,"A","Manhattan","A"
50056784,"A","Staten Island","A"
50056785,"A","Manhattan","A"
50056793,"A","Brooklyn","A"
50056800,"B","Bronx","B"
50056803,"A","Brooklyn","A"
50056806,"A","Bronx","A"
50056815,"A","Queens","A"
50056819,"Z","Brooklyn","OTHER"
50056821,"A","Manhattan","A"
50056824,"Z","Queens","OTHER"
50056825,"A","Brooklyn","A"
50056830,"A","Manhattan","A"
50056854,"A","Brooklyn","A"
50056855,"A","Queens","A"
50056862,"Z","Manhattan","OTHER"
50056869,"A","Manhattan","A"
50056873,"A","Bronx","A"
50056889,"A","Brooklyn","A"
50056900,"A","Brooklyn","A"
50056915,"A","Manhattan","A"
50056918,"A","Manhattan","A"
50056921,"B","Brooklyn","B"
50056923,"C","Queens","C"
50056930,"A","Manhattan","A"
50056932,"A","Bronx","A"
50056938,"A","Queens","A"
50056941,"A","Manhattan","A"
50056944,"A","Bronx","A"
50056945,"A","Manhattan","A"
50056947,"A","Manhattan","A"
50056951,"A","Manhattan","A"
50056957,"A","Manhattan","A"
50056960,"A","Queens","A"
50056970,"A","Brooklyn","A"
50056971,"B","Queens","B"
50056980,"A","Brooklyn","A"
50056983,"A","Manhattan","A"
50056992,"Z","Manhattan","OTHER"
50056993,"A","Manhattan","A"
50057006,"A","Brooklyn","A"
50057010,"A","Brooklyn","A"
50057012,"A","Brooklyn","A"
50057019,"A","Queens","A"
50057029,"A","Manhattan","A"
50057031,"A","Staten Island","A"
50057047,"B","Queens","B"
50057051,"A","Manhattan","A"
50057052,"A","Manhattan","A"
50057057,"B","Queens","B"
50057059,"A","Manhattan","A"
50057062,"N","Manhattan","OTHER"
50057064,"A","Queens","A"
50057067,"A","Brooklyn","A"
50057069,"B","Brooklyn","B"
50057074,"A","Bronx","A"
50057076,"A","Brooklyn","A"
50057082,"A","Brooklyn","A"
50057093,"A","Manhattan","A"
50057094,"A","Manhattan","A"
50057096,"A","Brooklyn","A"
50057133,"A","Brooklyn","A"
50057156,"A","Manhattan","A"
50057158,"A","Brooklyn","A"
50057161,"A","Manhattan","A"
50057173,"N","Queens","OTHER"
50057181,"A","Manhattan","A"
50057183,"A","Manhattan","A"
50057195,"A","Manhattan","A"
50057201,"A","Manhattan","A"
50057202,"A","Brooklyn","A"
50057206,"A","Manhattan","A"
50057207,"A","Bronx","A"
50057216,"A","Queens","A"
50057220,"A","Bronx","A"
50057227,"A","Brooklyn","A"
50057253,"A","Manhattan","A"
50057262,"A","Queens","A"
50057270,"A","Bronx","A"
50057279,"A","Manhattan","A"
50057288,"A","Brooklyn","A"
50057294,"B","Manhattan","B"
50057296,"A","Queens","A"
50057298,"Z","Manhattan","OTHER"
50057304,"A","Queens","A"
50057361,"A","Manhattan","A"
50057374,"A","Manhattan","A"
50057380,"B","Brooklyn","B"
50057386,"A","Manhattan","A"
50057389,"A","Queens","A"
50057392,"Z","Manhattan","OTHER"
50057416,"A","Queens","A"
50057422,"A","Bronx","A"
50057426,"A","Queens","A"
